"Case Number","Description","Date, Time","Weekday","Time","Crime Type","Police Beat","Zip Code","Address","Latitude","Longitude","Accuracy","URL"
156067728,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 23:58:00",Tuesday,"23:58",VANDALISM,,,,37.802732,-122.424998,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372751"
150239765,"POSSESSION OF METH-AMPHETAMINE (ARREST, BOOKED)","2015-03-17 23:51:00",Tuesday,"23:51",NARCOTICS,,,,37.765718,-122.40953,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Narcotics/9372752"
150239806,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","2015-03-17 23:30:00",Tuesday,"23:30",VANDALISM,,,,37.764531,-122.395812,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372755"
150239806,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 23:30:00",Tuesday,"23:30",THEFT,,,,37.764531,-122.395812,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372754"
156066162,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 23:30:00",Tuesday,"23:30",THEFT,,,,37.753327,-122.443311,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372753"
150242069,"GRAND THEFT FROM A BUILDING","2015-03-17 23:15:00",Tuesday,"23:15",THEFT,,,,37.764221,-122.419658,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372756"
156067411,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 23:00:00",Tuesday,"23:00",THEFT,,,,37.787049,-122.388334,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372757"
150240201,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","2015-03-17 22:40:00",Tuesday,"22:40",VANDALISM,,,,37.778615,-122.447539,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372758"
150239599,"AGGRAVATED ASSAULT WITH A DEADLY WEAPON","2015-03-17 22:36:00",Tuesday,"22:36","SIMPLE ASSAULT",,,,37.742375,-122.421971,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372759"
150239919,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 22:35:00",Tuesday,"22:35",VANDALISM,,,,37.801161,-122.444869,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372760"
150239602,"GRAND THEFT FROM PERSON","2015-03-17 22:35:00",Tuesday,"22:35",THEFT,,,,37.789828,-122.403847,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372762"
150239624,"PETTY THEFT FROM LOCKED AUTO","2015-03-17 22:35:00",Tuesday,"22:35",THEFT,,,,37.784816,-122.409473,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372761"
150246077,"PETTY THEFT FROM A BUILDING","2015-03-17 22:30:00",Tuesday,"22:30",THEFT,,,,37.74862,-122.411584,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372764"
150246077,"THEFT OF CHECKS OR CREDIT CARDS","2015-03-17 22:30:00",Tuesday,"22:30",THEFT,,,,37.74862,-122.411584,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372763"
156067358,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 22:20:00",Tuesday,"22:20",VANDALISM,,,,37.790764,-122.390094,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372765"
150239561,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 22:15:00",Tuesday,"22:15",THEFT,,,,37.805444,-122.422858,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372766"
150239511,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 22:10:00",Tuesday,"22:10",VANDALISM,,,,37.727764,-122.382468,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372768"
150239511,BATTERY,"2015-03-17 22:10:00",Tuesday,"22:10","SIMPLE ASSAULT",,,,37.727764,-122.382468,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372767"
150239464,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 22:04:00",Tuesday,"22:04",VANDALISM,,,,37.760582,-122.50111,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372769"
150240148,"STOLEN AUTOMOBILE","2015-03-17 22:00:00",Tuesday,"22:00","VEHICLE THEFT",,,,37.717212,-122.43231,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372775"
150240568,"STOLEN AUTOMOBILE","2015-03-17 22:00:00",Tuesday,"22:00","VEHICLE THEFT",,,,37.7557,-122.414389,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372773"
150242473,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","2015-03-17 22:00:00",Tuesday,"22:00",VANDALISM,,,,37.714841,-122.460861,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372770"
156066231,"PETTY THEFT OF PROPERTY","2015-03-17 22:00:00",Tuesday,"22:00",THEFT,,,,37.774152,-122.460041,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372777"
150242586,"PETTY THEFT FROM LOCKED AUTO","2015-03-17 22:00:00",Tuesday,"22:00",THEFT,,,,37.807036,-122.413814,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372776"
150240182,"PETTY THEFT FROM LOCKED AUTO","2015-03-17 22:00:00",Tuesday,"22:00",THEFT,,,,37.780469,-122.416949,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372774"
150240728,"PETTY THEFT FROM LOCKED AUTO","2015-03-17 22:00:00",Tuesday,"22:00",THEFT,,,,37.760888,-122.435003,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372772"
156066190,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 22:00:00",Tuesday,"22:00",THEFT,,,,37.781425,-122.441696,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372771"
150239436,"AGGRAVATED ASSAULT WITH A KNIFE","2015-03-17 21:30:00",Tuesday,"21:30","SIMPLE ASSAULT",,,,37.794159,-122.413834,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372778"
150239395,"THREATS AGAINST LIFE (ARREST, BOOKED)","2015-03-17 21:29:00",Tuesday,"21:29","SIMPLE ASSAULT",,,,37.764275,-122.418688,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372781"
150239395,"AGGRAVATED ASSAULT WITH A DEADLY WEAPON (ARREST, BOOKED)","2015-03-17 21:29:00",Tuesday,"21:29","SIMPLE ASSAULT",,,,37.764275,-122.418688,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372780"
150239395,"ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT) (ARREST, BOOKED)","2015-03-17 21:29:00",Tuesday,"21:29","SIMPLE ASSAULT",,,,37.764275,-122.418688,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372779"
150241077,"PETTY THEFT FROM A BUILDING","2015-03-17 21:28:00",Tuesday,"21:28",THEFT,,,,37.738231,-122.403286,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372782"
150239696,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 21:20:00",Tuesday,"21:20",THEFT,,,,37.789918,-122.406978,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372783"
150239351,"POSSESSION OF NARCOTICS PARAPHERNALIA (ARREST, BOOKED)","2015-03-17 21:04:00",Tuesday,"21:04",NARCOTICS,,,,37.763698,-122.415156,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Narcotics/9372785"
150239351,"POSSESSION OF MARIJUANA (ARREST, BOOKED)","2015-03-17 21:04:00",Tuesday,"21:04",NARCOTICS,,,,37.763698,-122.415156,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Narcotics/9372784"
156069558,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","2015-03-17 21:00:00",Tuesday,"21:00",VANDALISM,,,,37.710111,-122.409585,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372787"
156067041,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 21:00:00",Tuesday,"21:00",THEFT,,,,37.76084,-122.474857,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372793"
156066388,"GRAND THEFT FROM UNLOCKED AUTO","2015-03-17 21:00:00",Tuesday,"21:00",THEFT,,,,37.78415,-122.434564,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372790"
150241776,"GRAND THEFT FROM PERSON","2015-03-17 21:00:00",Tuesday,"21:00",THEFT,,,,37.783724,-122.414243,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372789"
150242401,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 21:00:00",Tuesday,"21:00",THEFT,,,,37.777392,-122.397616,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372788"
150261075,"PETTY THEFT FROM UNLOCKED AUTO","2015-03-17 21:00:00",Tuesday,"21:00",THEFT,,,,37.7755,-122.503222,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372786"
150239367,"INFLICT INJURY ON COHABITEE","2015-03-17 21:00:00",Tuesday,"21:00","SIMPLE ASSAULT",,,,37.710767,-122.417679,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372791"
150240085,"BURGLARY OF FLAT, UNLAWFUL ENTRY","2015-03-17 21:00:00",Tuesday,"21:00",BURGLARY,,,,37.762359,-122.423762,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Burglary/9372792"
150239298,"ROBBERY ON THE STREET, STRONGARM (JUVENILE BOOKED)","2015-03-17 20:45:00",Tuesday,"20:45",ROBBERY,,,,37.788944,-122.394688,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Robbery/9372794"
150239282,"POSSESSION OF METH-AMPHETAMINE (ARREST, BOOKED)","2015-03-17 20:44:00",Tuesday,"20:44",NARCOTICS,,,,37.752273,-122.417878,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Narcotics/9372795"
150239759,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 20:40:00",Tuesday,"20:40",THEFT,,,,37.796348,-122.396962,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372796"
150246776,"STOLEN AUTOMOBILE","2015-03-17 20:30:00",Tuesday,"20:30","VEHICLE THEFT",,,,37.760688,-122.425013,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372798"
150239652,"PETTY THEFT FROM LOCKED AUTO","2015-03-17 20:30:00",Tuesday,"20:30",THEFT,,,,37.807802,-122.419088,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372801"
156067433,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 20:30:00",Tuesday,"20:30",THEFT,,,,37.772526,-122.410079,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372800"
156071490,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 20:30:00",Tuesday,"20:30",THEFT,,,,37.806427,-122.407149,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372799"
156068362,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 20:30:00",Tuesday,"20:30",THEFT,,,,37.77704,-122.422181,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372797"
150239458,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP (ARREST, BOOKED)","2015-03-17 20:30:00",Tuesday,"20:30","SIMPLE ASSAULT",,,,37.780842,-122.489015,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372802"
150253931,"THREATS AGAINST LIFE","2015-03-17 20:25:00",Tuesday,"20:25","SIMPLE ASSAULT",,,,37.784061,-122.430958,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372803"
156066407,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 20:15:00",Tuesday,"20:15",THEFT,,,,37.78515,-122.433084,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372804"
156066059,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 20:09:00",Tuesday,"20:09",THEFT,,,,37.808337,-122.410785,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372805"
156067477,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 20:05:00",Tuesday,"20:05",VANDALISM,,,,37.781679,-122.406715,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372806"
156069100,"GRAND THEFT OF PROPERTY","2015-03-17 20:00:00",Tuesday,"20:00",THEFT,,,,37.784479,-122.40427,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372807"
150239204,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 19:59:00",Tuesday,"19:59",VANDALISM,,,,37.76983,-122.40304,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372808"
150240461,"STOLEN AUTOMOBILE","2015-03-17 19:55:00",Tuesday,"19:55","VEHICLE THEFT",,,,37.722234,-122.433963,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372809"
150239191,"ROBBERY,  ATM, FORCE, ATT.","2015-03-17 19:41:00",Tuesday,"19:41",ROBBERY,,,,37.75809,-122.428052,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Robbery/9372810"
150240336,"STOLEN TRUCK","2015-03-17 19:30:00",Tuesday,"19:30","VEHICLE THEFT",,,,37.786739,-122.442743,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372818"
150254666,"STOLEN TRUCK","2015-03-17 19:30:00",Tuesday,"19:30","VEHICLE THEFT",,,,37.786325,-122.418202,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372817"
150254666,"STOLEN AND RECOVERED VEHICLE","2015-03-17 19:30:00",Tuesday,"19:30","VEHICLE THEFT",,,,37.786325,-122.418202,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372816"
150243465,"MALICIOUS MISCHIEF, GRAFFITI","2015-03-17 19:30:00",Tuesday,"19:30",VANDALISM,,,,37.73534,-122.423669,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372812"
150241312,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","2015-03-17 19:30:00",Tuesday,"19:30",VANDALISM,,,,37.732016,-122.407176,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372811"
150239232,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 19:30:00",Tuesday,"19:30",THEFT,,,,37.714695,-122.485226,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372814"
150239577,"ATTEMPTED THEFT FROM LOCKED VEHICLE","2015-03-17 19:30:00",Tuesday,"19:30",THEFT,,,,37.761828,-122.387694,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372813"
150252864,"SEXUAL BATTERY","2015-03-17 19:30:00",Tuesday,"19:30","AGGRAVATED ASSAULT",,,,37.777489,-122.43322,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Aggravated_Assault/9372815"
150239442,"MALICIOUS MISCHIEF, ADULT SUSPECT (ARREST, BOOKED)","2015-03-17 19:27:00",Tuesday,"19:27",VANDALISM,,,,37.756486,-122.406539,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372819"
150239442,"THREAT OR FORCE TO RESIST EXECUTIVE OFFICER (ARREST, BOOKED)","2015-03-17 19:27:00",Tuesday,"19:27","SIMPLE ASSAULT",,,,37.756486,-122.406539,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372820"
150239505,"PETTY THEFT BICYCLE","2015-03-17 19:15:00",Tuesday,"19:15",THEFT,,,,37.749829,-122.418141,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372821"
150239022,"ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON","2015-03-17 19:07:00",Tuesday,"19:07","SIMPLE ASSAULT",,,,37.789876,-122.422404,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372822"
156071155,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 19:00:00",Tuesday,"19:00",VANDALISM,,,,37.804527,-122.420054,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372826"
156066350,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 19:00:00",Tuesday,"19:00",THEFT,,,,37.78415,-122.434564,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372825"
156067342,"GRAND THEFT OF PROPERTY","2015-03-17 19:00:00",Tuesday,"19:00",THEFT,,,,37.773037,-122.421944,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372824"
150240574,"PETTY THEFT FROM UNLOCKED AUTO","2015-03-17 19:00:00",Tuesday,"19:00",THEFT,,,,37.752879,-122.408665,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372823"
156066372,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 18:35:00",Tuesday,"18:35",THEFT,,,,37.78415,-122.434564,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372828"
156069398,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 18:35:00",Tuesday,"18:35",THEFT,,,,37.753454,-122.387954,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372827"
150239260,"STOLEN AUTOMOBILE","2015-03-17 18:30:00",Tuesday,"18:30","VEHICLE THEFT",,,,37.787382,-122.396478,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372832"
156067580,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 18:30:00",Tuesday,"18:30",VANDALISM,,,,37.77321,-122.444218,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372830"
156066043,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 18:30:00",Tuesday,"18:30",THEFT,,,,37.800781,-122.398862,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372833"
150239583,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 18:30:00",Tuesday,"18:30",THEFT,,,,37.77747,-122.397713,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372829"
150238955,"BATTERY (ARREST, BOOKED)","2015-03-17 18:30:00",Tuesday,"18:30","SIMPLE ASSAULT",,,,37.749007,-122.387458,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372831"
150239317,"STOLEN AUTOMOBILE","2015-03-17 18:20:00",Tuesday,"18:20","VEHICLE THEFT",,,,37.778957,-122.421713,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372834"
156066435,"PETTY THEFT OF PROPERTY","2015-03-17 18:15:00",Tuesday,"18:15",THEFT,,,,37.784353,-122.432915,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372835"
150239135,BATTERY,"2015-03-17 18:12:00",Tuesday,"18:12","SIMPLE ASSAULT",,,,37.754488,-122.420818,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372836"
150238814,BATTERY,"2015-03-17 18:07:00",Tuesday,"18:07","SIMPLE ASSAULT",,,,37.783343,-122.419159,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372837"
156066065,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 18:00:00",Tuesday,"18:00",VANDALISM,,,,37.801223,-122.402485,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372838"
156069439,"PETTY THEFT OF PROPERTY","2015-03-17 18:00:00",Tuesday,"18:00",THEFT,,,,37.764126,-122.402571,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372839"
150258254,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY","2015-03-17 18:00:00",Tuesday,"18:00",BURGLARY,,,,37.731665,-122.443177,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Burglary/9372840"
150238961,"DRIVING WHILE UNDER THE INFLUENCE OF DRUGS (ARREST, BOOKED)","2015-03-17 17:54:00",Tuesday,"17:54",ALCOHOL,,,,37.773616,-122.404011,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Alcohol/9372841"
156067449,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 17:50:00",Tuesday,"17:50",THEFT,,,,37.776805,-122.412436,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372842"
150238905,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 17:40:00",Tuesday,"17:40",THEFT,,,,37.775421,-122.403405,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372844"
150238789,BATTERY,"2015-03-17 17:40:00",Tuesday,"17:40","SIMPLE ASSAULT",,,,37.761793,-122.474856,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372843"
150239947,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY","2015-03-17 17:30:00",Tuesday,"17:30",BURGLARY,,,,37.762264,-122.419331,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Burglary/9372845"
150238660,BATTERY,"2015-03-17 17:20:00",Tuesday,"17:20","SIMPLE ASSAULT",,,,37.78414,-122.410955,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372846"
150238604,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 17:05:00",Tuesday,"17:05",VANDALISM,,,,37.752239,-122.418448,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372847"
150239492,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 17:00:00",Tuesday,"17:00",THEFT,,,,37.807445,-122.410525,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372849"
156066974,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 17:00:00",Tuesday,"17:00",THEFT,,,,37.78911,-122.417019,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372848"
150238723,"PETTY THEFT SHOPLIFTING (ARREST, BOOKED)","2015-03-17 16:40:00",Tuesday,"16:40",THEFT,,,,37.788449,-122.407613,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372850"
150238450,"POSSESSION OF BASE/ROCK COCAINE FOR SALE (ARREST, BOOKED)","2015-03-17 16:31:00",Tuesday,"16:31",NARCOTICS,,,,37.784477,-122.415414,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Narcotics/9372851"
150238472,BATTERY,"2015-03-17 16:28:00",Tuesday,"16:28","SIMPLE ASSAULT",,,,37.721753,-122.449294,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372852"
156067320,"GRAND THEFT FROM LOCKED AUTO","2015-03-17 16:12:00",Tuesday,"16:12",THEFT,,,,37.768531,-122.404879,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372853"
150239486,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","2015-03-17 16:00:00",Tuesday,"16:00",VANDALISM,,,,37.796062,-122.411743,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372854"
156066225,"PETTY THEFT OF PROPERTY","2015-03-17 16:00:00",Tuesday,"16:00",THEFT,,,,37.782054,-122.44958,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372857"
150238745,"PETTY THEFT FROM LOCKED AUTO","2015-03-17 16:00:00",Tuesday,"16:00",THEFT,,,,37.73279,-122.391258,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372856"
150242291,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY","2015-03-17 16:00:00",Tuesday,"16:00",BURGLARY,,,,37.783161,-122.411615,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Burglary/9372855"
150238325,"AGGRAVATED ASSAULT WITH BODILY FORCE","2015-03-17 15:32:00",Tuesday,"15:32","SIMPLE ASSAULT",,,,37.787116,-122.403919,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372858"
150241102,BATTERY,"2015-03-17 15:17:00",Tuesday,"15:17","SIMPLE ASSAULT",,,,37.762436,-122.436895,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372859"
150238256,"BATTERY (ARREST, BOOKED)","2015-03-17 15:15:00",Tuesday,"15:15","SIMPLE ASSAULT",,,,37.783992,-122.408068,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372860"
150238165,"THEFT OF COMPUTERS OR CELL PHONES","2015-03-17 15:07:00",Tuesday,"15:07",THEFT,,,,37.788759,-122.408568,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372861"
150239000,"BATTERY WITH SERIOUS INJURIES","2015-03-17 15:03:00",Tuesday,"15:03","SIMPLE ASSAULT",,,,37.77641,-122.40526,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372862"
150246704,"STOLEN AND RECOVERED VEHICLE","2015-03-17 15:00:00",Tuesday,"15:00","VEHICLE THEFT",,,,37.791466,-122.413289,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372864"
150246704,"STOLEN AUTOMOBILE","2015-03-17 15:00:00",Tuesday,"15:00","VEHICLE THEFT",,,,37.791466,-122.413289,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vehicle_Theft/9372863"
150238262,"MALICIOUS MISCHIEF, VANDALISM","2015-03-17 14:45:00",Tuesday,"14:45",VANDALISM,,,,37.786359,-122.415633,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Vandalism/9372865"
150238206,"GRAND THEFT FROM A BUILDING","2015-03-17 14:30:00",Tuesday,"14:30",THEFT,,,,37.725693,-122.45229,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Theft/9372866"
150238331,"THREATS AGAINST LIFE","2015-03-17 14:25:00",Tuesday,"14:25","SIMPLE ASSAULT",,,,37.711629,-122.408363,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372868"
150238080,"BATTERY (ARREST, BOOKED)","2015-03-17 14:25:00",Tuesday,"14:25","SIMPLE ASSAULT",,,,37.758564,-122.406725,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-17/Simple_Assault/9372867"
